nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,pose_score
408.24347,168.9114,415.50134,161.93982,403.412,161.21681,429.83145,162.62912,397.4897,161.3463,449.59857,194.42464,386.88266,190.23958,452.6678,235.61354,352.66507,226.85893,429.58765,185.55446,373.36755,184.39682,421.95596,297.9744,382.73914,295.36404,427.49088,379.00027,375.14224,364.1781,440.256,463.52667,413.36377,419.9624,0.7121765
412.0495,167.78535,418.46555,160.64311,407.4258,159.52939,431.03217,161.5823,401.3176,160.05496,452.83582,193.72427,390.40015,192.40227,462.05353,240.34102,361.09705,232.43027,435.09506,191.10678,380.5175,188.7415,428.71344,297.90536,389.6421,297.24887,428.64136,374.62152,389.54346,367.91623,439.56833,463.92505,438.16913,419.80847,0.7081081
411.56894,168.59108,417.12747,161.07973,408.09235,161.85683,429.43088,160.27669,403.28207,163.36357,450.67102,193.83296,386.88702,193.70459,462.4455,239.92586,361.36487,234.22917,437.28766,191.82678,378.50592,188.19388,429.17004,300.5904,389.6395,300.26535,428.43582,378.0345,388.42197,369.99985,437.38586,463.14404,441.2236,417.83957,0.75530833
412.84363,169.58998,420.6907,162.6423,407.94006,162.12445,436.2767,163.14226,401.07388,162.55042,455.63208,194.86815,390.05255,189.97017,476.35785,247.39629,375.10147,243.74527,443.4779,206.37355,388.50156,207.79556,438.35904,294.86554,401.8398,295.54196,432.05594,373.19577,408.23438,369.83087,438.90588,464.45,463.77786,414.78384,0.7452923
412.8676,169.75455,420.27325,162.82683,408.19162,162.59605,435.92422,162.11046,402.474,162.16739,454.55945,195.94057,391.7317,194.70276,475.91675,247.67418,375.82605,244.76991,443.2655,205.99867,387.81232,207.18005,438.21933,295.92316,400.64157,298.19754,433.17563,379.15192,409.66464,372.27698,437.7166,465.8941,462.6867,411.54797,0.8964012
413.466,169.78615,420.9321,162.93019,408.63962,162.71437,435.98453,164.03938,402.3722,164.42293,458.53525,198.17763,392.5178,194.25554,483.90787,251.09837,383.49445,249.77522,450.56363,219.05824,394.7516,217.26173,444.33093,296.12814,408.36618,297.5087,433.2457,372.08887,421.6098,369.88702,439.0321,465.4534,474.30032,415.08792,0.7366483
413.3945,170.3086,420.21185,163.60822,408.834,162.84369,434.9221,163.9035,404.482,163.64192,457.48804,198.27248,394.80707,195.6788,483.81146,250.94983,384.3895,249.0303,450.83344,218.0846,394.73422,217.56671,445.36478,298.86978,407.55408,300.37457,436.52435,375.8336,421.7239,373.3069,437.99283,465.7958,473.6051,410.75037,0.8782191
414.96185,173.56401,422.42282,166.7436,409.50696,166.59752,436.71152,168.01204,402.33014,168.54984,460.69928,200.3303,394.85632,199.38806,487.633,253.53888,390.42862,256.6311,453.35242,223.7689,398.4885,222.14261,453.10577,298.079,417.31827,300.5379,435.0395,371.2663,435.80417,372.05093,438.9615,466.8377,482.46066,423.223,0.75906295
415.30566,173.72298,422.29248,166.71556,409.78094,167.26941,436.31088,167.86253,404.6434,168.78535,460.3059,200.3721,396.16162,199.79,485.86203,252.62357,391.17953,256.48846,452.78772,222.67456,398.8178,221.51091,452.39746,300.78943,415.68893,302.6882,435.3121,374.43448,433.2621,372.18774,439.08142,465.79895,484.36517,424.1476,0.91810226
416.66104,177.287,422.95462,170.39465,410.55847,170.88023,436.46457,169.72841,403.36856,172.00267,463.23062,199.43414,404.44455,205.66461,493.30472,251.12442,395.67212,261.52466,459.39722,223.692,398.00568,220.88585,465.56702,295.93875,429.6551,298.5943,442.08487,368.82983,448.4214,366.2387,439.61746,461.96982,485.39404,426.8081,0.72793025
417.72998,176.96849,423.57544,169.87024,411.9401,170.83322,437.1446,168.3499,405.82605,171.72836,466.90195,196.04126,406.70142,204.33005,496.85583,244.31659,400.0517,260.55624,463.54306,219.96172,400.80807,218.90459,471.61758,293.50488,434.67673,296.782,450.03397,365.62106,451.2287,365.82043,442.10663,459.68164,485.79382,426.40646,0.72104234
418.04007,170.61403,424.48602,163.2457,412.381,164.52083,439.45044,162.47354,406.514,166.50688,469.96704,187.48018,409.76187,199.7889,506.66287,233.08803,406.829,256.08484,466.3222,212.04642,407.70367,214.13585,479.23654,288.06033,440.44205,292.7904,460.3549,361.01166,453.89932,366.93835,453.72165,457.17685,483.72223,424.19678,0.7260518
417.28198,171.806,423.09225,164.16344,411.78192,166.42117,438.88187,163.05376,407.9792,169.86725,470.58502,187.48483,411.39847,201.4407,506.04852,232.84456,406.95636,257.95908,466.41306,211.09837,407.81046,213.06396,477.3439,288.30237,440.27075,294.0712,459.72812,367.00662,452.88333,364.4588,453.1779,462.07217,485.9867,424.98236,0.86499614
420.4626,167.52759,426.83862,159.98892,415.2671,161.20868,442.24362,158.79553,409.8243,163.02295,472.6602,182.65129,415.20532,196.33797,510.40775,227.32716,411.69196,253.10854,467.54733,208.62767,409.6721,210.06274,483.16776,285.3271,445.4463,290.54312,465.85565,356.84125,452.66403,366.02087,465.91708,454.1681,487.33176,425.08328,0.7333167
419.53424,168.45534,425.2187,160.8825,414.5074,162.5695,442.26678,158.96184,412.75,165.1793,473.41946,183.36256,417.39328,198.70847,510.2345,228.67955,412.9113,254.2185,466.3209,208.78207,410.3207,209.22847,481.97327,284.7359,444.55002,291.4986,464.91974,363.81134,451.71118,361.22617,465.35898,462.10815,487.96857,425.89792,0.87333995
